name_tejary,mavared_masraf,avarez_janebi,amozesh,tavajohat
Vanquin,آلودگی انگل کرمک ,حساسیت سرگیجه تهوع استفراغ قرمز مدفوع,رنگ قرمز مدفوع مشکل اهمیت خاص بیمار قرمز اهمیت خاص جویدن دارو خوددار , توجه بازار آمدن مبندازول نسل تر دارو مصرف دارو کمتر شایع کودک 10 سال تجویز کرد#کن 
Diflucan, قارچ دهان قارچ حلق کاندیدیاز مری مننژیت کریپتوکوکی عفونت های عموم عفونت واژن,"تهوع استفراغ اسهال عوارض کبد حساسیت جلدی-مخاطی دارو, سوزش درد معده", صورت زرد ضعف شدید پزشک اطلاع داد#ده ,انجام تست های کبد ضروری تست قند خون همراه داروسولفونیل اوره آ مصرف میکنند 
Tapazole, درمان پرکار تیروئید گواتر سمید#سم,عوارض خون کبد همراه کهیر سردرد ضایعات جلد تهوع استفراغ, صورت تب همراه گلو درد ضایعات پوست شدید پزشک اطلاع داد#ده دارو غذا میل درد شکم ناحیه کبد اهمیت تلقی ,کنترل وضعیت خون ضروری میزان هورمون تیروئید اندازه احتمال مشکلات خون 
Fluanxol,"درمان سایکوز درمان خون مگالوبلاستیک, ضد درد صرع تشنج ","خواب آلودگی, هیپوتانسیون, مرگ ناگهانی, فشار خون بالا, اسپاسم حنجره اختلالات خون یرقان", توجه خواب آلودگی رانندگی پرهیز احتمال کاهش فشار خون وضعیت بیمار تذکر داد#ده ناگهانی حالت خوابیده ایستاد#ایست ,تاریخچه ابتلا بیمار ها بررسی صورت تست های کلیوی انجام داد#ده علائم حیاتی کنترل 
Narane,"اختلالات روانی, اختلال شخصیت","تهوع استفراغ, یبوست خشکی دهان"," رانندگی کار دقیق خوددار استفاده الکل دارو خواب آور همزمان اجتناب خشکی دهان عوارض شایع است, مایعات مصرف بیمار انجام آزمایش های حین درمان همکار بیمار گرما سرما قرار گرفت#گیر ",پزشک بایست سابقه بیمار مبتلا آسم تشنج کهیر بررسی دارو اعصاب روان تجویز کرد#کن علائم حیاتی بیمار توسط پرستار کنترل صورت ملوگرافی رادیو گراف نخاع ماده 48 ساعت دارو قطع 
Calcium sandozfort,کمبود کلسیم استئوپوزر پوکید#پوک استخوان,یبوست خشکی دهان اشتهایی, صورت علائم خشکی شدید دهان استفراغ تکرر ادرار پزشک اطلاع داد#ده همراه لیوان آب مصرف دارو ساعت غذا مصرف مصرف خطرناک , دارو دارو آنتی بیوتیک تتراسیکلین فن توئین آهن آسپیرین تداخل 
Kalciunate,درمان کمبود کلسیم حاد پتاسیم منیزیم ایست قلب,یبوست خشکی دهان اشتهایی, صورت ناراحت گوارش نیم ساعت غذا دارو مصرف مصرف اسفناج شیر لبنیات همزمان مصرف دارو جذب کلسیم کاهش , صورت مشاهده رسوب دارو تزریق کرد#کن 
Posture,احیا قلب کاهش شدید کلسیم مسمومست منیزیم,تحریک محل تزریق احساس سوزش محل تزریق کاهش فشار خون سنگ کلیه, عارضه پزشک اطلاع داد#ده ,خروج دارو محل تزریق مرگ بافت محل نشت دارو تزریق دارو اسکالب وین استفاده کرد#کن تزریق بیمار 20 دقیق صورت دراز کش خوابید#خواب محلول تزریق 37 درجه گرم 
---, حفاظت پوست ضایعات پوست التهاب پوست کار رود ساخت ترکیبات دارویی کار رود ,یه سرعت آتش صورت استفاده غلضت تکریکات پوست ,ماده اشتعال , دارو عنوان جزء دارو های پوست خواهان طولانی پوست کار رود 
Amidate, بیهوشی عموم, پایین رفتن فشار خون آریتمی قلب درد محل تزریق سکسکه تهوع استفراغ خارش, صورت سابقه حساسیت دارویی پزشک اطلاع داد#ده استراحت بیمار بیهوشی ضروری ,تداخل دارویی وراپامیل آرام های گرفت#گیر 
Autrin,پیشگیر درمان خون کمبود آهن سوء تغذیه حاملگی,دل درد تهوع سوزش معده استفراغ, کپسول همراه غذا میل , دارو ویتامین B 12 فرپس سولفات ویتامین C فولیک اسید میزان قرص فروس سولفات 
Kytril, استفراغ های شدید شیمی درمانی سرطان ها,سردرد دل درد ضعف عموم خوابید#خواب قرار عوارض کبد کلیوی,سردرد مسکن خفیف درمان حین مصرف دوره درمان بیمار تب , صورت استفاده مستقیم رقیق 30 ثانیه تزریق تست های عملکرد کبد منظم انجام 
Neoloid,رادیو گراف تشخیص آمادگی عمل,اسهال درد دل, خواب مصرف شد#شو برزو اسهال شدید اختلال خواب بیمار , صورت شک انسداد روده مصرف خوداری 
Myambutol,ضد بیمار سل ضد بیمار ایدز عفونت های شدید,مشکلات عصب بینایی تحریک اعصاب محیط زرد احساس کرخت راش خارش تب کاهش گلبول سفید,بیمار صورت دوره ای معاینات معرف نارسایی کلیه احتیاط مصرف , دارو معاینات چشم پزشک انجام عوارض چشم 1 7 ماه مصرف دارو مبتلا آب مروارید احتیاط مصرف 
Kelocyanor,مسمومیت ترکیبات سیانیدی,تهوع استفراغ کاهش فشار خون ضایعات پوست درد سینه افزایش ضرب قلب, خاص مطرح , موارد خفیف دارو تجویز شد#شو 
Clozarit,بیمار روان سایکوز اسکینروفرنی اختلال رفتار فراموش پیر دمانس سایکوز همراه بیمار پارکینسون,"کاهش سلول های خون تشنج فشار خون پایین مشکلات قلب کاهش میل جنس افسردگی خارش اسهال, خون ادرار هماچوری کاهش وزن درد کمر آسم ...", رانندگی اجتناب دارو سرانه قطع شد#شو انجام آزمایش های خون پیگیری صورت علائم عفونی گلو درد سرما خوردگی حین مصرف پزشک اطلاع داد#ده ,آزمایشات خون بایست صورت دوره ای انجام قطع دارو صورت تدریجی انجام 
Surmontil, درمان افسردگی درد های مزمن اختلالات خواب,"آریتمی قلب نظم های ریتم قلب شوک بلوک قلب خواب آلودگی یبوست احتباس ادرار کاهش میل جنس تهوع تعریق ,تاری دید ",دارو غذا میل یبوست جزء عوارض دارو ,علائم حیاتی بیمار کنترل 
Adopin,افسردگی مزمن درد مزمن اضطراب,سرگیجه آتاکسی ضعف سردرد حساسیت نور تهوع استفراغ احتباس ادرار اشتهایی,دارو میتوان غذا مصرف مصرف دارو رانندگی اجتناب ,مصرف دارو تجویز پزشک ممنوع 
Norpramin,"افسردگی مزمن درد مزمن کودک فعال توجه,پرخوری عصبی افسردگی مصرف الکل کوکائین","آریتمی قلب نظم های ریتم قلب شوک بلوک قلب خواب آلودگی یبوست احتباس ادرار کاهش میل جنس تهوع تعریق ,تاری دید ", دارو غذا غذا میل , صورت گزارش علائم سرگیجه خواب آلودگی شدید مسمومیت بود#باش 
Cephulac,ضد یبوست- عوارض کبد کومای کبد پیشگیر عوارض مغز آنسفالوپاتی کبد مفید ,اسهال اختلالات الکترولیتی درد شکم تهوع آروغ استفراغ, طعم خوشایند آب آّ میوه میل دارو 1 2 روز اسهال ایجاد ,الکترولیت های بیمار کنترل نئومایسین افزایش 
Isoptin,"درد قلبی, فشار خون نظم قلب آریتمی PAT ","تپش قلب سرگیجه اختلال خواب اختلال دید دماتیک ضایعات پوست دل درد, خشکی دهان درد عضلانی اشکالات تنفس", صورت تنگ نفس پزشک اطلاع داد#ده دارو همراه غذا میل ,کنترل علائم حیاتب ضروری نوار قلب گرفت#گیر 
